STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,47.14,,PERCENT,percent,,,,,,,Converted 0.9173 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,60.88,,PERCENT,percent,,,,,,,Converted 1.0315 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,14.09,,PERCENT,percent,,,,,,,Converted 1.0354 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,-11.53,,PERCENT,percent,,,,,,,Converted 0.9654 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,14.23,,PERCENT,percent,,,,,,,Converted 0.9014 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-23.5,,PERCENT,percent,,,,,,,Converted 0.7513 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,33.64,,PERCENT,percent,,,,,,,Converted 0.7434 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,0,,PERCENT,percent,,,,,,,Converted 0.7664 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,13.58,,PERCENT,percent,,,,,,,Converted 0.7472 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,-13.27,,PERCENT,percent,,,,,,,Converted 0.6952 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,17.01,,PERCENT,percent,,,,,,,Converted 0.6882 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,36.97,,PERCENT,percent,,,,,,,Converted 0.7512 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NR,Nauru,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2022,,12.36,,PERCENT,percent,,,,,,,Converted 0.6936 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2013,,10595,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2014,,11501,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2015,,12355,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2016,,14222,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2017,,14838,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2018,,15477,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2019,,16422,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2020,,17841,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2021,,17015,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2022,,16602,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2023,,18338,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TK,Tokelau,GDPC,"Gross Domestic Product, current prices",2024,,19017,,NZD,New Zealand Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,12064,,NZD_POP,New Zealand Dollar per person,,,,,,,"22584 thousands NZD / 1872 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2006,,12170,,NZD_POP,New Zealand Dollar per person,,,,,,,"22441 thousands NZD / 1844 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2007,,12425,,NZD_POP,New Zealand Dollar per person,,,,,,,"22712 thousands NZD / 1828 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2008,,10091,,NZD_POP,New Zealand Dollar per person,,,,,,,"18376 thousands NZD / 1821 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2009,,10700,,NZD_POP,New Zealand Dollar per person,,,,,,,"19453 thousands NZD / 1818 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2010,,11631,,NZD_POP,New Zealand Dollar per person,,,,,,,"21040 thousands NZD / 1809 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2011,,12672,,NZD_POP,New Zealand Dollar per person,,,,,,,"22772 thousands NZD / 1797 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2012,,13395,,NZD_POP,New Zealand Dollar per person,,,,,,,"24070 thousands NZD / 1797 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2013,,14728,,NZD_POP,New Zealand Dollar per person,,,,,,,"26525 thousands NZD / 1801 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2014,,15485,,NZD_POP,New Zealand Dollar per person,,,,,,,"28043 thousands NZD / 1811 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,16292,,NZD_POP,New Zealand Dollar per person,,,,,,,"29733 thousands NZD / 1825 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2016,,16973,,NZD_POP,New Zealand Dollar per person,,,,,,,"30924 thousands NZD / 1822 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2017,,18163,,NZD_POP,New Zealand Dollar per person,,,,,,,"33148 thousands NZD / 1825 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2018,,21647,,NZD_POP,New Zealand Dollar per person,,,,,,,"39614 thousands NZD / 1830 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,22154,,NZD_POP,New Zealand Dollar per person,,,,,,,"40652 thousands NZD / 1835 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2020,,21795,,NZD_POP,New Zealand Dollar per person,,,,,,,"40125 thousands NZD / 1841 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2021,,19438,,NZD_POP,New Zealand Dollar per person,,,,,,,"36096 thousands NZD / 1857 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2022,,20426,,NZD_POP,New Zealand Dollar per person,,,,,,,"38177 thousands NZD / 1869 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2023,,22609,,NZD_POP,New Zealand Dollar per person,,,,,,,"42166 thousands NZD / 1865 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NU,Niue,GDPCPC,"Gross Domestic Product per capita, current prices",2024,,27411,,NZD_POP,New Zealand Dollar per person,,,,,,,"49751 thousands NZD / 1815 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,-4.23,,PERCENT,percent,,,,,,,"558643000 thousands XPF / 263240 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,0.48,,PERCENT,percent,,,,,,,"568168000 thousands XPF / 266458 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,1.17,,PERCENT,percent,,,,,,,"579040000 thousands XPF / 268403 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,-3.11,,PERCENT,percent,,,,,,,"563347000 thousands XPF / 269508 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,-3.14,,PERCENT,percent,,,,,,,"547877000 thousands XPF / 270605 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,-3.37,,PERCENT,percent,,,,,,,"531648000 thousands XPF / 271752 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,-1.04,,PERCENT,percent,,,,,,,"528755000 thousands XPF / 273106 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,1.88,,PERCENT,percent,,,,,,,"541961000 thousands XPF / 274750 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,1.35,,PERCENT,percent,,,,,,,"552599000 thousands XPF / 276405 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,3.1,,PERCENT,percent,,,,,,,"572812000 thousands XPF / 277894 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,2.97,,PERCENT,percent,,,,,,,"592618000 thousands XPF / 279202 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2017,,3.64,,PERCENT,percent,,,,,,,"616195000 thousands XPF / 280109 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2018,,0.7,,PERCENT,percent,,,,,,,"619934000 thousands XPF / 279838 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2019,,3.83,,PERCENT,percent,,,,,,,"641908000 thousands XPF / 279063 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2020,,-5.57,,PERCENT,percent,,,,,,,"606541000 thousands XPF / 279228 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2021,,2.08,,PERCENT,percent,,,,,,,"620478000 thousands XPF / 279827 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PF,French Polynesia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2022,,6.12,,PERCENT,percent,,,,,,,"659815000 thousands XPF / 280406 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2005,,5980941,,USD,USD,3,thousands,,,,,Converted 0.0104 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2006,,5865752,,USD,USD,3,thousands,,,,,Converted 0.0105 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2007,,6533932,,USD,USD,3,thousands,,,,,Converted 0.0115 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2008,,7122192,,USD,USD,3,thousands,,,,,Converted 0.0123 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2009,,6591160,,USD,USD,3,thousands,,,,,Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2010,,6081435,,USD,USD,3,thousands,,,,,Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2011,,6220282,,USD,USD,3,thousands,,,,,Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2012,,5710554,,USD,USD,3,thousands,,,,,Converted 0.0108 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2013,,6015767,,USD,USD,3,thousands,,,,,Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2014,,6133849,,USD,USD,3,thousands,,,,,Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2015,,5327152,,USD,USD,3,thousands,,,,,Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2016,,5511347,,USD,USD,3,thousands,,,,,Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2017,,5853853,,USD,USD,3,thousands,,,,,Converted 0.0095 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2018,,6137347,,USD,USD,3,thousands,,,,,Converted 0.0099 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2019,,6033935,,USD,USD,3,thousands,,,,,Converted 0.0094 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2020,,5822794,,USD,USD,3,thousands,,,,,Converted 0.0096 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2021,,6142732,,USD,USD,3,thousands,,,,,Converted 0.0099 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPC,"Gross Domestic Product, current prices",2022,,5806372,,USD,USD,3,thousands,,,,,Converted 0.0088 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,42.28,,PERCENT,percent,,,,,,,620220 thousands USD / 491620 persons. Converted 0.1314 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,10.7,,PERCENT,percent,,,,,,,698791 thousands USD / 500177 persons. Converted 0.1307 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,9.81,,PERCENT,percent,,,,,,,780352 thousands USD / 508820 persons. Converted 0.1291 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,1.83,,PERCENT,percent,,,,,,,809219 thousands USD / 518166 persons. Converted 0.1241 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,8.39,,PERCENT,percent,,,,,,,902543 thousands USD / 532996 persons. Converted 0.124 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,14.24,,PERCENT,percent,,,,,,,1069387 thousands USD / 552977 persons. Converted 0.1309 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,6.88,,PERCENT,percent,,,,,,,1185716 thousands USD / 573625 persons. Converted 0.136 SBD/USD,
